Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
33119-KAR,Male,51,Yes,Karnataka,14,36,"Deal 4",Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Credit Card",60.20,563.50,0.00,0.00,197.70,761.20,Stayed,Others,Others
33122-KER,Male,63,No,Kerala,10,16,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",51.05,2066.00,0.00,0.00,587.34,2653.34,Stayed,Others,Others
33124-TAM,Female,53,No,"Tamil Nadu",15,26,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.20,69.20,0.00,0.00,10.08,79.28,Churned,Dissatisfaction,"Poor expertise of online support"
33167-UTT,Female,52,No,"Uttar Pradesh",6,15,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",104.50,5921.35,0.00,0.00,2287.41,8208.76,Churned,Dissatisfaction,"Product dissatisfaction"
33169-JAM,Male,30,No,"Jammu & Kashmir",3,6,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",45.35,141.50,0.00,0.00,109.44,250.94,Churned,Other,"Don't know"
33177-MAD,Male,61,Yes,"Madhya Pradesh",5,10,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",101.35,7110.75,0.00,0.00,762.96,7873.71,Stayed,Others,Others
33181-AND,Male,82,Yes,"Andhra Pradesh",6,34,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,No,No,"One Year",Yes,"Credit Card",107.15,7379.80,0.00,50.00,2183.48,9613.28,Stayed,Others,Others
33206-MAD,Female,56,No,"Madhya Pradesh",12,33,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",91.65,365.40,0.00,0.00,87.24,452.64,Churned,Price,"Extra data charges"
33217-ODI,Male,28,No,Odisha,9,7,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",No,"Credit Card",110.90,7922.75,0.00,130.00,3263.04,11315.79,Stayed,Others,Others
33228-AND,Male,57,No,"Andhra Pradesh",3,16,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.65,1461.15,0.00,0.00,168.00,1629.15,Stayed,Others,Others
33232-PUN,Female,59,Yes,Punjab,4,33,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",71.10,4299.20,0.00,0.00,2455.14,6754.34,Stayed,Others,Others
33248-TAM,Male,68,Yes,"Tamil Nadu",14,2,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.85,1471.75,0.00,0.00,318.82,1790.57,Churned,Dissatisfaction,"Network reliability"
33250-PUN,Male,54,No,Punjab,14,33,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",24.75,24.75,0.00,0.00,0.00,24.75,Churned,Competitor,"Competitor had better devices"
33257-TAM,Female,73,Yes,"Tamil Nadu",10,35,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",89.50,161.50,0.00,0.00,94.94,256.44,Churned,Attitude,"Attitude of support person"
33278-KER,Female,50,Yes,Kerala,13,36,"Deal 4",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",78.90,1348.95,0.00,0.00,359.55,1708.50,Stayed,Others,Others
33296-AND,Male,32,No,"Andhra Pradesh",3,36,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",-5.00,45.05,0.00,70.00,13.84,128.89,Churned,Dissatisfaction,"Network reliability"
33304-JAM,Female,58,No,"Jammu & Kashmir",0,32,"Deal 3",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",73.95,2524.45,0.00,0.00,52.70,2577.15,Churned,Competitor,"Competitor made better offer"
33317-RAJ,Male,55,No,Rajasthan,1,25,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",62.80,2278.75,16.97,0.00,166.50,2428.28,Stayed,Others,Others
33318-JAM,Female,36,Yes,"Jammu & Kashmir",1,9,"Deal 1",Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",87.40,5918.80,0.00,0.00,1902.80,7821.60,Churned,Competitor,"Competitor made better offer"
33334-HAR,Male,46,Yes,Haryana,12,11,"Deal 2",No,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",29.30,1224.05,0.00,0.00,0.00,1224.05,Stayed,Others,Others
33334-PUN,Female,27,No,Punjab,1,12,None,No,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",35.45,106.85,0.00,0.00,0.00,106.85,Churned,Other,Moved
33345-MAH,Female,33,Yes,Maharashtra,12,17,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",84.90,6065.30,0.00,0.00,96.48,6161.78,Stayed,Others,Others
33345-WES,Female,20,No,"West Bengal",2,4,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",109.00,7661.80,0.00,150.00,130.64,7942.44,Stayed,Others,Others
33391-MAH,Female,35,Yes,Maharashtra,5,11,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",88.95,355.20,0.00,40.00,193.28,588.48,Churned,Dissatisfaction,"Network reliability"
33411-GUJ,Male,37,No,Gujarat,0,3,"Deal 2",Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,No,"One Year",Yes,"Bank Withdrawal",60.60,2985.25,0.00,100.00,2146.56,5231.81,Stayed,Others,Others
33414-GUJ,Male,55,No,Gujarat,4,8,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",111.30,7567.20,36.66,0.00,1454.57,8985.11,Stayed,Others,Others
33430-HAR,Female,29,No,Haryana,9,27,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Mailed Check",20.15,804.85,0.00,0.00,334.40,1139.25,Stayed,Others,Others
33437-MAD,Female,34,No,"Madhya Pradesh",13,35,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.65,69.65,0.00,0.00,28.70,98.35,Churned,Dissatisfaction,"Network reliability"
33439-RAJ,Female,37,No,Rajasthan,6,32,"Deal 2",Yes,No,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",103.70,4730.60,0.00,0.00,115.15,4845.75,Stayed,Others,Others
33458-CHH,Female,73,No,Chhattisgarh,4,1,"Deal 3",No,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",54.60,1803.70,0.00,0.00,0.00,1803.70,Stayed,Others,Others
33463-JAM,Female,43,No,"Jammu & Kashmir",13,35,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",90.40,168.20,0.00,0.00,21.06,189.26,Churned,Other,"Don't know"
33490-BIH,Female,43,Yes,Bihar,13,9,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.50,69.50,0.00,0.00,8.31,77.81,Churned,Dissatisfaction,"Product dissatisfaction"
33495-JAM,Female,77,Yes,"Jammu & Kashmir",2,24,"Deal 3",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,"Two Year",No,"Bank Withdrawal",90.95,2897.95,25.55,0.00,1010.24,3882.64,Stayed,Others,Others
33495-UTT,Male,81,No,"Uttar Pradesh",14,23,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.85,170.85,0.00,0.00,38.54,209.39,Churned,Dissatisfaction,"Poor expertise of online support"
33497-HAR,Female,51,Yes,Haryana,14,1,"Deal 2",Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",70.50,3486.65,0.00,0.00,2224.50,5711.15,Stayed,Others,Others
33514-UTT,Female,28,Yes,"Uttar Pradesh",2,3,"Deal 5",Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",50.35,314.55,0.00,0.00,255.96,570.51,Stayed,Others,Others
33533-GUJ,Male,65,No,Gujarat,4,5,None,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",53.40,3579.15,0.00,0.00,0.00,3579.15,Stayed,Others,Others
33538-GUJ,Male,23,No,Gujarat,6,5,"Deal 2",No,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",39.20,1838.15,0.00,0.00,0.00,1838.15,Stayed,Others,Others
33564-JAM,Female,30,No,"Jammu & Kashmir",3,10,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",86.45,3029.10,0.00,0.00,667.45,3696.55,Churned,Competitor,"Competitor made better offer"
33565-JAM,Male,73,Yes,"Jammu & Kashmir",4,7,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",100.15,4459.80,0.00,0.00,310.50,4770.30,Stayed,Others,Others
33572-UTT,Female,77,Yes,"Uttar Pradesh",0,3,"Deal 2",Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",59.85,3103.25,19.16,0.00,1768.00,4852.09,Stayed,Others,Others
33573-DEL,Female,20,Yes,Delhi,7,11,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",109.50,7674.55,0.00,150.00,2931.60,10756.15,Churned,Attitude,"Attitude of service provider"
33575-UTT,Male,83,Yes,"Uttar Pradesh",2,25,"Deal 3",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",85.20,2874.45,0.00,0.00,1008.44,3882.89,Stayed,Others,Others
33601-UTT,Male,29,No,"Uttar Pradesh",2,34,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.50,597.90,0.00,0.00,366.39,964.29,Stayed,Others,Others
33602-WES,Male,39,Yes,"West Bengal",10,36,None,Yes,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",61.45,229.55,0.00,0.00,108.96,338.51,Churned,Price,"Price too high"
33651-KAR,Female,71,Yes,Karnataka,12,6,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",19.55,1462.05,0.00,0.00,1113.00,2575.05,Stayed,Others,Others
33663-HAR,Male,60,No,Haryana,8,35,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",20.15,238.15,0.00,0.00,313.11,551.26,Stayed,Others,Others
33672-JAM,Male,62,Yes,"Jammu & Kashmir",9,4,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.40,6603.00,0.00,0.00,3083.85,9686.85,Churned,Competitor,"Competitor made better offer"
33682-AND,Male,49,No,"Andhra Pradesh",2,4,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.55,68.80,0.00,0.00,116.36,185.16,Stayed,Others,Others
33702-MAH,Female,82,Yes,Maharashtra,11,9,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",67.45,3252.00,0.00,0.00,2198.19,5450.19,Stayed,Others,Others
33710-GUJ,Female,37,No,Gujarat,0,8,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.15,496.90,0.00,0.00,60.83,557.73,Churned,Dissatisfaction,"Service dissatisfaction"
33715-AND,Male,61,No,"Andhra Pradesh",11,31,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,"Credit Card",83.80,4331.40,0.00,70.00,307.84,4709.24,Stayed,Others,Others
33717-AND,Male,47,Yes,"Andhra Pradesh",8,22,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.40,292.40,0.00,0.00,204.54,496.94,Stayed,Others,Others
33717-JAM,Male,42,No,"Jammu & Kashmir",10,29,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",85.45,4517.25,0.00,0.00,870.79,5388.04,Churned,Other,"Don't know"
33718-MAH,Male,32,Yes,Maharashtra,1,3,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",80.10,5585.40,0.00,0.00,778.87,6364.27,Stayed,Others,Others
33720-BIH,Female,84,Yes,Bihar,9,24,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",88.05,4367.35,0.00,100.00,1856.00,6323.35,Churned,Competitor,"Competitor made better offer"
33745-AND,Female,45,No,"Andhra Pradesh",12,19,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.30,602.90,0.00,0.00,348.00,950.90,Stayed,Others,Others
33747-UTT,Male,59,No,"Uttar Pradesh",8,29,"Deal 4",Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",94.40,1607.20,0.00,0.00,438.43,2045.63,Churned,Other,Moved
33761-HAR,Female,45,Yes,Haryana,5,11,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.95,81.95,0.00,0.00,44.94,126.89,Churned,Competitor,"Competitor had better devices"
33772-DEL,Female,76,Yes,Delhi,0,27,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",74.00,3919.15,0.00,0.00,1898.64,5817.79,Stayed,Others,Others
33781-WES,Male,72,No,"West Bengal",15,16,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",70.20,834.70,0.00,0.00,268.62,1103.32,Stayed,Others,Others
33788-PUD,Male,32,Yes,Puducherry,0,30,"Deal 2",Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,"Two Year",No,"Bank Withdrawal",57.55,3046.40,0.00,60.00,484.00,3590.40,Churned,Competitor,"Competitor offered more data"
33799-CHH,Female,23,No,Chhattisgarh,10,2,"Deal 5",Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",91.70,91.70,0.00,0.00,17.23,108.93,Churned,Attitude,"Attitude of service provider"
33812-PUD,Male,24,No,Puducherry,12,8,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",19.40,415.40,0.00,0.00,620.40,1035.80,Stayed,Others,Others
33831-PUN,Female,59,Yes,Punjab,12,30,"Deal 2",Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",61.35,3874.10,0.00,0.00,1251.25,5125.35,Stayed,Others,Others
33836-UTT,Male,59,Yes,Uttarakhand,4,30,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",25.65,440.20,0.00,0.00,0.00,440.20,Stayed,Others,Others
33839-GUJ,Male,24,Yes,Gujarat,6,1,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.60,808.95,0.00,0.00,918.40,1727.35,Stayed,Others,Others
33844-KAR,Female,18,No,Karnataka,13,8,"Deal 2",Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",71.90,4479.20,0.00,0.00,2683.17,7162.37,Stayed,Others,Others
33852-ASS,Female,42,No,Assam,14,25,"Deal 5",Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",66.25,546.45,0.00,0.00,205.76,752.21,Stayed,Others,Others
33855-HAR,Female,25,No,Haryana,10,16,None,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",30.20,30.20,0.00,0.00,0.00,30.20,Churned,Competitor,"Competitor had better devices"
33878-KER,Male,53,Yes,Kerala,5,10,None,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",56.15,2499.30,0.00,0.00,1601.75,4101.05,Churned,Other,"Don't know"
33911-TEL,Female,47,No,Telangana,12,1,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",88.85,929.45,0.00,0.00,327.60,1257.05,Stayed,Others,Others
33916-JAM,Female,39,Yes,"Jammu & Kashmir",7,21,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.25,846.00,0.00,0.00,271.00,1117.00,Churned,Competitor,"Competitor made better offer"
33927-MAH,Male,44,Yes,Maharashtra,12,6,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.05,1360.25,0.00,0.00,3399.90,4760.15,Stayed,Others,Others
33928-MAH,Female,70,No,Maharashtra,11,18,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",88.55,179.25,0.00,0.00,43.14,222.39,Churned,Competitor,"Competitor had better devices"
33933-MAD,Male,56,Yes,"Madhya Pradesh",9,3,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.00,417.70,0.00,0.00,722.19,1139.89,Stayed,Others,Others
33955-HAR,Female,38,No,Haryana,4,26,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Credit Card",24.80,321.70,0.00,0.00,469.00,790.70,Stayed,Others,Others
33958-BIH,Female,43,Yes,Bihar,10,19,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.35,176.30,0.00,0.00,174.00,350.30,Stayed,Others,Others
33968-MAD,Male,63,Yes,"Madhya Pradesh",13,34,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",79.20,4016.30,0.00,0.00,859.56,4875.86,Stayed,Others,Others
33980-PUN,Female,58,No,Punjab,9,29,None,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",30.85,394.10,0.00,0.00,0.00,394.10,Stayed,Others,Others
33993-ODI,Male,59,No,Odisha,3,13,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",111.30,7482.10,0.00,0.00,1959.08,9441.18,Churned,Attitude,"Attitude of support person"
33999-ODI,Female,26,No,Odisha,11,35,None,No,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",50.85,2036.55,0.00,0.00,0.00,2036.55,Stayed,Others,Others
34004-PUN,Female,52,Yes,Punjab,8,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",21.05,139.75,0.00,0.00,344.40,484.15,Stayed,Others,Others
34005-UTT,Female,74,Yes,"Uttar Pradesh",2,35,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",95.65,3759.05,0.00,150.00,1635.27,5544.32,Churned,Other,"Don't know"
34042-WES,Male,36,Yes,"West Bengal",12,19,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Mailed Check",21.20,1238.65,0.00,0.00,2723.28,3961.93,Stayed,Others,Others
34064-UTT,Male,44,No,"Uttar Pradesh",0,18,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",98.05,3990.60,0.00,0.00,1196.79,5187.39,Stayed,Others,Others
34072-WES,Female,58,No,"West Bengal",3,7,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",24.95,1288.00,0.00,0.00,2261.85,3549.85,Stayed,Others,Others
34073-RAJ,Male,48,Yes,Rajasthan,7,6,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",18.80,1094.35,0.00,0.00,1122.33,2216.68,Stayed,Others,Others
34084-TEL,Male,51,Yes,Telangana,7,2,"Deal 2",No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Credit Card",48.15,2032.30,0.00,0.00,0.00,2032.30,Stayed,Others,Others
34103-ODI,Female,50,Yes,Odisha,8,22,"Deal 4",Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",64.80,1166.70,0.00,0.00,764.10,1930.80,Stayed,Others,Others
34120-ODI,Male,50,No,Odisha,15,11,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",43.75,405.70,5.90,0.00,366.57,766.37,Stayed,Others,Others
34128-GUJ,Female,48,No,Gujarat,9,32,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.90,689.35,0.00,0.00,810.96,1500.31,Stayed,Others,Others
34133-BIH,Female,63,Yes,Bihar,0,12,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",25.05,852.70,0.00,0.00,0.00,852.70,Stayed,Others,Others
34135-JAM,Female,64,Yes,"Jammu & Kashmir",7,14,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",105.00,4026.40,0.00,0.00,725.04,4751.44,Churned,Other,"Don't know"
34135-MAH,Female,21,No,Maharashtra,9,6,None,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",71.40,1212.10,0.00,0.00,411.36,1623.46,Stayed,Others,Others
34174-MAD,Male,44,Yes,"Madhya Pradesh",4,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",19.70,220.35,0.00,0.00,224.52,444.87,Stayed,Others,Others
34183-UTT,Male,52,No,"Uttar Pradesh",1,28,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",100.00,1888.65,0.00,0.00,835.05,2723.70,Churned,Competitor,"Competitor offered more data"
34205-UTT,Male,50,No,"Uttar Pradesh",5,29,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",69.95,330.15,0.00,0.00,85.40,415.55,Churned,Attitude,"Attitude of service provider"
34212-MAH,Female,64,No,Maharashtra,3,17,"Deal 3",Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,"One Year",No,"Credit Card",54.10,1992.85,1.09,0.00,1697.76,3689.52,Stayed,Others,Others
34220-BIH,Female,69,Yes,Bihar,6,28,None,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",60.00,2548.55,0.00,0.00,930.52,3479.07,Stayed,Others,Others
34237-HAR,Female,73,Yes,Haryana,8,30,"Deal 3",Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",83.85,2310.20,0.00,0.00,92.61,2402.81,Stayed,Others,Others
34258-JAM,Female,24,No,"Jammu & Kashmir",7,5,None,Yes,No,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",55.20,528.35,0.00,0.00,94.10,622.45,Churned,Competitor,"Competitor made better offer"
34262-TEL,Male,50,Yes,Telangana,3,23,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.95,1322.85,0.00,0.00,614.16,1937.01,Stayed,Others,Others
34266-KAR,Female,73,Yes,Karnataka,14,18,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",90.05,2627.20,0.00,0.00,1432.50,4059.70,Stayed,Others,Others
34278-UTT,Female,56,No,"Uttar Pradesh",13,32,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,"Credit Card",89.65,1208.35,0.00,120.00,106.68,1435.03,Churned,Competitor,"Competitor had better devices"
34284-UTT,Female,82,No,"Uttar Pradesh",5,25,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",76.25,2841.55,0.00,0.00,997.15,3838.70,Churned,Other,"Don't know"
34319-MAH,Female,82,Yes,Maharashtra,3,17,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",54.55,825.10,0.00,0.00,568.48,1393.58,Stayed,Others,Others
